Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,is_business,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_spring,is_summer,is_monsoon,is_winter,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,0,2019-05-03,06:00:00,08:45:00,0,165,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,3,18,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,28,1,0,621.3280310376974,0.09656734768555719,1,0
GoAir,1/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898,0,2019-06-01,20:55:00,23:40:00,0,165,1,1,0,194,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,29,1,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 04 Jun,13h 45m,1 stop,No info,14714,0,2019-06-03,22:50:00,12:35:00,0,825,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,3,2,0,1,1,0,Delhi_Cochin,4345,0,27,1,0,148.9284320269094,0.4028780749478299,1,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9h 20m,1 stop,No info,7005,0,2019-05-27,11:40:00,21:00:00,0,560,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,4,0,1,219.4034936110719,0.2734687539039815,1,0
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,0,2019-06-15,14:45:00,17:05:00,0,140,1,1,0,2043,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,0,2,2,0,0,0,1,Chennai_Kolkata,381,1,15,0,0,593.656467980535,0.10106855266667002,1,0
SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,4413,0,2019-03-18,06:55:00,09:35:00,0,160,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,18,12,1,1,1,0,0,0,1,1,1,0,0,1,Kolkata_Banglore,2860,1,13,0,0,579.913983805275,0.10346361990840859,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,15353,0,2019-03-06,10:20:00,19:15:00,0,535,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,25,1,0,229.65599331252386,0.2612603273904109,1,0
IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943,0,2019-05-01,10:10:00,13:00:00,0,170,0,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,30,1,0,603.0536771836476,0.0994936309487559,1,0
IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297,0,2019-03-15,13:20:00,15:35:00,0,135,0,1,0,2043,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,2,2,0,0,0,1,Chennai_Kolkata,381,1,16,0,0,615.6437445724066,0.09745896150000323,1,0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,6144,0,2019-03-09,20:00:00,22:55:00,0,175,1,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,3,3,0,1,0,1,Banglore_New Delhi,914,0,22,1,0,585.8235721212576,0.10241991421195461,1,0
Air India,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 22 May,24h 30m,2 stops,No info,12257,0,2019-05-21,18:45:00,19:15:00,0,1470,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,3,3,0,1,2,0,Delhi_Cochin,4345,0,10,0,1,83.58228328040835,0.7178554789979514,1,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 22 May,23h 10m,2 stops,No info,15129,0,2019-05-21,13:25:00,12:35:00,0,1390,0,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,2,2,0,0,2,0,Delhi_Cochin,4345,0,10,0,1,88.39277440446062,0.6787885141545255,1,0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029,0,2019-05-09,09:40:00,19:00:00,0,560,0,1,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,1,3,1,0,2,0,Delhi_Cochin,4345,0,22,1,0,219.4034936110719,0.2734687539039815,1,0
Air India,6/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 07 Jun,23h 10m,2 stops,No info,9416,0,2019-06-06,12:00:00,11:10:00,0,1390,0,0,0,1694,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,2,1,0,0,2,0,Kolkata_Banglore,2860,1,24,1,0,66.75268878334101,0.8988401979542997,1,0
Air India,3/06/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,6934,0,2019-06-03,18:05:00,21:10:00,0,185,0,1,0,1694,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,3,3,0,1,0,1,Delhi_Cochin,4345,0,27,1,0,664.1403049848664,0.09034235620042246,1,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 22 May,18h,1 stop,No info,11467,0,2019-05-21,20:25:00,14:25:00,0,1080,0,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,3,2,0,1,1,0,Kolkata_Banglore,2860,1,10,0,1,85.91318278596668,0.698379434381758,1,0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30 04 Jun,10h 15m,1 stop,No info,6795,0,2019-06-03,15:15:00,01:30:00,0,615,0,0,1,1209,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,2,0,0,0,1,0,Delhi_Cochin,4345,0,27,1,0,199.78204296292725,0.3003272922338368,1,0
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,5198,0,2019-03-27,15:20:00,17:55:00,0,155,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,2,2,0,0,0,1,Kolkata_Banglore,2860,1,4,0,1,598.6208865086711,0.10023038178627082,1,0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,17:25,18:50 10 Mar,25h 25m,1 stop,In-flight meal not included,14053,0,2019-03-09,17:25:00,18:50:00,0,1525,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,2,3,0,0,1,0,Delhi_Cochin,4345,0,22,1,0,80.56784027685264,0.7447140173278067,1,0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,7927,0,2019-04-01,07:10:00,23:25:00,0,975,0,1,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,0,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,29,1,0,95.16537170137848,0.6304814338168648,1,0
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462,0,2019-03-18,10:10:00,12:55:00,0,165,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,18,12,1,1,1,0,0,0,1,2,1,0,0,1,Kolkata_Banglore,2860,1,13,0,0,562.3408327808729,0.10669685803054636,1,0
GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,5048,0,2019-04-27,07:45:00,10:40:00,0,175,1,1,0,194,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,27,17,2,1,1,0,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,3,0,1,585.8235721212576,0.10241991421195461,1,0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35 25 May,27h 35m,1 stop,In-flight meal not included,10844,0,2019-05-24,20:00:00,23:35:00,0,1655,0,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,0,1,0,0,3,3,0,1,1,0,Kolkata_Banglore,2860,1,7,0,1,56.06419178782116,1.0702018184276014,1,0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411,0,2019-03-03,08:55:00,18:50:00,0,595,1,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,28,1,0,206.49740575159709,0.29056055102298034,1,0
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4462,0,2019-03-18,17:15:00,19:55:00,0,160,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,18,12,1,1,1,0,0,0,2,3,0,0,0,1,Kolkata_Banglore,2860,1,13,0,0,579.913983805275,0.10346361990840859,1,0
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,5678,0,2019-03-27,15:50:00,17:20:00,0,90,0,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,4,0,1,415.31351685754566,0.14446917223881317,0,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,04:25 07 Mar,18h 30m,1 stop,No info,15764,0,2019-03-06,09:55:00,04:25:00,0,1110,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,1,0,1,0,1,0,Delhi_Cochin,4345,0,25,1,0,110.69005083081106,0.5420541372025347,1,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,22:20,19:45 07 Mar,21h 25m,1 stop,No info,17024,0,2019-03-06,22:20:00,19:45:00,0,1285,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,3,3,0,1,1,0,Delhi_Cochin,4345,0,25,1,0,95.61553028965002,0.6275131227975289,1,0
Air India,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100,0,2019-06-18,06:20:00,07:40:00,0,80,0,1,0,1694,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,6,18,25,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,12,0,0,467.2277064647389,0.12841704199005616,0,0
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,0,2019-05-01,18:55:00,22:00:00,0,185,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,30,1,0,554.157433087676,0.10827248073835201,1,0
IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804,0,2019-04-24,14:25:00,16:55:00,0,150,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,24,17,2,1,1,0,0,0,2,2,0,0,0,1,Kolkata_Banglore,2860,1,6,0,1,618.5749160589601,0.09699714366413306,1,0
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5769,0,2019-06-24,08:20:00,11:20:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,6,0,1,569.5506951178893,0.10534619747515331,1,0
Air Asia,18/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,4384,0,2019-03-18,19:35:00,22:05:00,0,150,0,1,0,319,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,18,12,1,1,1,0,0,0,3,3,0,1,0,1,Kolkata_Banglore,2860,1,13,0,0,618.5749160589601,0.09699714366413306,1,0
Air India,27/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Jun,25h 35m,1 stop,No info,6587,0,2019-06-27,05:15:00,06:50:00,0,1535,0,0,1,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,0,1,0,0,1,0,Delhi_Cochin,4345,0,3,0,1,80.04296835322494,0.7495973879332349,1,0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1 stop,In-flight meal not included,7832,0,2019-03-21,05:45:00,19:10:00,0,805,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,0,3,0,0,1,0,Banglore_New Delhi,914,0,10,0,1,127.35295046114295,0.47113160537499116,1,0
Air India,15/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,7082,0,2019-03-15,11:40:00,13:55:00,0,135,0,1,0,1694,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,1,2,1,0,0,1,Chennai_Kolkata,381,1,16,0,0,615.6437445724066,0.09745896150000323,1,0
SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,6300,0,2019-03-15,08:20:00,10:35:00,0,135,0,1,0,815,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,1,1,1,0,0,1,Chennai_Kolkata,381,1,16,0,0,615.6437445724066,0.09745896150000323,1,0
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571,0,2019-06-06,08:25:00,16:20:00,0,475,0,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,1,2,1,0,1,0,Kolkata_Banglore,2860,1,24,1,0,195.33944717651372,0.307157621603088,1,0
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,0,2019-06-27,13:00:00,15:50:00,0,170,0,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,2,2,0,0,0,1,Banglore_Delhi,1265,1,3,0,1,603.0536771836476,0.0994936309487559,1,0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,14:55,00:55 22 May,10h,1 stop,No info,6878,0,2019-05-21,14:55:00,00:55:00,0,600,0,0,1,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,2,0,0,0,1,0,Delhi_Cochin,4345,0,10,0,1,204.77659403700045,0.29300223632569444,1,0
SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,0,2019-04-01,05:45:00,07:15:00,0,90,0,1,0,815,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,0,0,0,0,1,0,0,0,1,Mumbai_Hyderabad,697,1,29,1,0,415.31351685754566,0.14446917223881317,0,0
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 22 May,17h 45m,1 stop,No info,9187,0,2019-05-21,17:00:00,10:45:00,0,1065,0,0,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,2,1,0,0,1,0,Kolkata_Banglore,2860,1,10,0,1,87.12322761393804,0.6886797200153447,1,0
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4441,0,2019-03-24,21:10:00,23:55:00,0,165,1,1,1,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,0,0,0,3,3,0,1,0,1,Banglore_New Delhi,914,0,7,0,1,621.3280310376974,0.09656734768555719,1,0
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,10067,0,2019-03-01,08:30:00,11:30:00,0,180,0,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,0,0,0,1,1,1,0,0,1,Banglore_New Delhi,914,0,30,1,0,569.5506951178893,0.10534619747515331,1,0
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 Jun,5h 5m,1 stop,No info,5054,0,2019-06-27,20:25:00,01:30:00,0,305,0,0,1,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,3,0,0,1,1,0,Delhi_Cochin,4345,0,3,0,1,402.83920138426316,0.14894280346556135,1,0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7005,0,2019-06-06,06:00:00,21:00:00,0,900,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,24,1,0,136.51772935800028,0.43950335448854166,1,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,12121,0,2019-05-15,09:35:00,21:05:00,0,690,0,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,16,0,0,134.47280783890437,0.4461868608550121,1,0
IndiGo,27/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,5912,0,2019-05-27,15:10:00,20:00:00,0,290,0,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,2,3,0,0,1,0,Delhi_Cochin,4345,0,4,0,1,423.6757118006906,0.141617747557419,1,0
Air Asia,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192,0,2019-04-01,07:35:00,19:25:00,0,710,0,1,0,319,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,0,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,29,1,0,130.68484142090708,0.4591198133435631,1,0
IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,0,2019-06-09,13:15:00,15:35:00,0,140,1,1,0,2043,0,0,MAA,CCU,1385.198425287915,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,0,2,2,0,0,0,1,Chennai_Kolkata,381,1,21,1,0,593.656467980535,0.10106855266667002,1,0
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → DEL,18:20,21:00,2h 40m,non-stop,No info,8016,0,2019-03-09,18:20:00,21:00:00,0,160,1,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,3,3,0,1,0,1,Banglore_New Delhi,914,0,22,1,0,640.7445320076254,0.09364106442235849,1,0
Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,2050,0,2019-03-15,15:00:00,16:25:00,0,85,0,1,0,1694,0,0,BOM,HYD,622.9702752863185,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,16,0,0,439.74372373151897,0.13644310711443466,0,0
SpiceJet,21/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,4839,0,2019-03-21,09:35:00,12:30:00,0,175,0,1,0,815,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,1,2,1,0,0,1,Banglore_New Delhi,914,0,10,0,1,585.8235721212576,0.10241991421195461,1,0
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,0,2019-05-27,06:25:00,07:55:00,0,90,0,1,0,2043,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,4,0,1,415.31351685754566,0.14446917223881317,0,0
Vistara,18/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,0,2019-06-18,06:00:00,09:10:00,0,190,0,1,0,481,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,18,25,2,1,0,1,0,0,1,1,1,0,0,1,Delhi_Cochin,4345,0,12,0,0,646.6629285378962,0.09278404150313657,1,0
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,non-stop,No check-in baggage included,3841,0,2019-06-21,22:20:00,00:40:00,0,140,0,0,1,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,21,25,2,1,0,1,0,0,3,0,0,1,0,1,Kolkata_Banglore,2860,1,9,0,1,662.7588386346001,0.09053066741985752,1,0
SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,3815,0,2019-03-15,06:55:00,09:35:00,0,160,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,1,1,1,0,0,1,Kolkata_Banglore,2860,1,16,0,0,579.913983805275,0.10346361990840859,1,0
Air India,3/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5176,0,2019-04-03,17:00:00,19:45:00,0,165,0,1,0,1694,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,27,1,0,621.3280310376974,0.09656734768555719,1,0
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 10 May,1h 30m,non-stop,No info,2017,0,2019-05-09,22:45:00,00:15:00,0,90,0,0,1,815,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,3,0,0,1,0,1,Mumbai_Hyderabad,697,1,22,1,0,415.31351685754566,0.14446917223881317,0,0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 10 May,25h 55m,1 stop,No info,9187,0,2019-05-09,07:10:00,09:05:00,0,1555,0,0,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,1,1,1,0,1,0,Kolkata_Banglore,2860,1,22,1,0,59.66960605070354,1.005537055984846,1,0
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,11598,0,2019-03-09,09:50:00,12:35:00,0,165,1,1,0,481,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,1,2,1,0,0,1,Banglore_New Delhi,914,0,22,1,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,No info,13014,0,2019-06-01,19:30:00,12:35:00,0,1025,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,3,2,0,1,2,0,Delhi_Cochin,4345,0,29,1,0,119.86922577775637,0.5005454870563947,1,0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 02 Jun,17h 20m,1 stop,In-flight meal not included,10262,0,2019-06-01,19:15:00,12:35:00,0,1040,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,3,2,0,1,1,0,Delhi_Cochin,4345,0,29,1,0,118.1403427136541,0.507870542964537,1,0
Air India,9/04/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Apr,23h,2 stops,No info,9916,0,2019-04-09,20:15:00,19:15:00,0,1380,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,4,9,15,2,1,1,0,0,0,3,3,0,1,2,0,Delhi_Cochin,4345,0,21,1,0,89.0333017552176,0.6739051435490973,1,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1 stop,No info,14231,0,2019-03-24,16:55:00,12:00:00,0,1145,1,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,0,0,0,2,2,0,0,1,0,Kolkata_Banglore,2860,1,7,0,1,81.03601520423058,0.740411529969549,1,0
