Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_peak_season,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 13 Jun,7h 45m,1 stop,No info,6795,2019-06-12,17:45:00,01:30:00,0,465,0,0,1,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,2,0,0,0,1,0,Delhi_Cochin,4537,0,18,0,0,264.2428528333737,0.2270638518947372,1,0
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3625,2019-05-27,09:30:00,12:20:00,0,170,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,1,2,1,0,0,1,Banglore_Delhi,1265,1,4,0,1,603.0536771836476,0.0994936309487559,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 19 May,22h 35m,1 stop,In-flight meal not included,12373,2019-05-18,14:00:00,12:35:00,0,1355,1,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,2,2,0,0,1,0,Delhi_Cochin,4537,0,13,0,0,90.68112661809502,0.6616591813276751,1,0
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4963,2019-05-09,15:05:00,20:20:00,0,315,0,1,0,818,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,2,3,0,0,1,0,Kolkata_Banglore,2871,1,22,1,0,294.55948383760006,0.2036940016946794,1,0
IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227,2019-05-27,21:20:00,22:50:00,0,90,0,1,1,2053,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,4,0,1,415.3135168575457,0.14446917223881314,0,0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,11200,2019-06-27,08:30:00,19:00:00,0,630,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,3,0,1,195.0363913770139,0.3076348961154504,1,0
Air India,9/05/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7174,2019-05-09,17:40:00,23:00:00,0,320,0,1,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,22,1,0,383.9778955234961,0.15625899485229228,1,0
Air India,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15 04 Mar,37h 20m,2 stops,No info,13748,2019-03-03,05:55:00,19:15:00,0,2240,1,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,0,3,0,0,2,0,Delhi_Cochin,4537,0,28,1,0,54.853985074785164,1.0938129639660459,1,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9856,2019-05-27,07:05:00,22:30:00,0,925,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,4,0,1,132.83559628920946,0.45168615699490733,1,0
Air India,18/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 19 May,19h 45m,2 stops,No info,15170,2019-05-18,16:45:00,12:30:00,0,1185,1,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,2,2,0,0,2,0,Kolkata_Banglore,2871,1,13,0,0,78.30062228594431,0.7662774349466511,1,0
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442,2019-06-01,07:35:00,22:30:00,0,895,1,1,0,2053,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,29,1,0,137.2881861089595,0.4370368762275049,1,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,In-flight meal not included,12898,2019-05-27,17:30:00,19:00:00,0,1530,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,4,0,1,80.3091023317116,0.7471133191375224,1,0
Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,7229,2019-06-01,08:20:00,11:20:00,0,180,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,29,1,0,569.5506951178893,0.10534619747515331,1,0
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 10 May,15h 20m,2 stops,No info,13033,2019-05-09,10:00:00,01:20:00,0,920,0,0,1,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,0,1,0,2,0,Kolkata_Banglore,2871,1,22,1,0,100.85460587917828,0.5949158144733494,1,0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,In-flight meal not included,10703,2019-05-12,20:25:00,21:05:00,0,1480,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,19,0,0,62.69340365462434,0.9570384841527795,1,0
IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297,2019-03-09,13:20:00,15:35:00,0,135,1,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,2,2,0,0,0,1,Chennai_Kolkata,381,1,22,1,0,615.6437445724066,0.09745896150000323,1,0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,In-flight meal not included,9314,2019-05-06,20:25:00,18:00:00,0,1295,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,25,1,0,71.64960417671352,0.8374086736336821,1,0
Vistara,15/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,6138,2019-03-15,09:50:00,12:35:00,0,165,0,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,1,2,1,0,0,1,Banglore_New Delhi,932,0,16,0,0,621.3280310376974,0.09656734768555719,1,0
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838,2019-06-24,09:15:00,21:00:00,0,705,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,6,0,1,174.2878391028635,0.3442580980339564,1,0
Jet Airways Business,6/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:05,04:25 07 Mar,8h 20m,2 stops,No info,52285,2019-03-06,20:05:00,04:25:00,0,500,0,0,1,6,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,0,0,1,2,0,Delhi_Cochin,4537,0,25,1,0,245.74585313503752,0.24415467945670666,1,0
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 10 Jun,11h 30m,1 stop,No info,13377,2019-06-09,14:00:00,01:30:00,0,690,1,0,1,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,2,0,0,0,1,0,Delhi_Cochin,4537,0,21,1,0,178.07670517031704,0.3369334576502552,1,0
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 19 May,23h 40m,2 stops,No info,10975,2019-05-18,09:45:00,09:25:00,0,1420,1,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,1,1,1,0,2,0,Delhi_Cochin,4537,0,13,0,0,86.53022997712588,0.6933992896570469,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,No info,13817,2019-03-12,05:45:00,21:20:00,0,935,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,0,3,0,0,1,0,Banglore_New Delhi,932,0,19,0,0,109.64612312429954,0.5472149702181575,1,0
Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 Mar,27h 20m,1 stop,No info,7532,2019-03-21,06:05:00,09:25:00,0,1640,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,1,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,74.92251619970656,0.8008273486179979,1,0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,10197,2019-05-15,03:50:00,19:00:00,0,910,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,0,3,0,0,1,0,Delhi_Cochin,4537,0,16,0,0,135.02519403024039,0.44436151661120615,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 10 Jun,8h 40m,1 stop,In-flight meal not included,9663,2019-06-09,20:00:00,04:40:00,0,520,1,0,1,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,0,0,1,1,0,Kolkata_Banglore,2871,1,21,1,0,178.43507194008464,0.3362567647023279,1,0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727,2019-05-15,13:00:00,21:00:00,0,480,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,16,0,0,255.98526368233078,0.23438849227843842,1,0
IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 10 May,14h 5m,1 stop,No info,8330,2019-05-09,11:25:00,01:30:00,0,845,0,0,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,22,1,0,145.41174741718197,0.41262140828183425,1,0
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823,2019-05-21,07:10:00,10:05:00,0,175,0,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,10,0,1,585.8235721212576,0.10241991421195461,1,0
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 28 May,8h 20m,1 stop,No info,6206,2019-05-27,17:10:00,01:30:00,0,500,0,0,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,2,0,0,0,1,0,Delhi_Cochin,4537,0,4,0,1,245.74585313503752,0.24415467945670666,1,0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877,2019-06-06,11:25:00,19:00:00,0,455,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,24,1,0,270.05038806048077,0.22218075830560308,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,08:15 13 Mar,13h 20m,1 stop,No info,13817,2019-03-12,18:55:00,08:15:00,0,800,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,3,1,0,1,1,0,Banglore_New Delhi,932,0,19,0,0,128.1489064015251,0.4682053221117925,1,0
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,6478,2019-06-27,08:20:00,11:20:00,0,180,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,3,0,1,569.5506951178893,0.10534619747515331,1,0
Air India,9/04/2019,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,07:40 10 Apr,18h 35m,2 stops,No info,8577,2019-04-09,13:05:00,07:40:00,0,1115,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,9,15,2,1,1,2,1,0,0,2,0,Delhi_Cochin,4537,0,21,1,0,110.19993414127244,0.5444649351884558,1,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 22 May,21h 10m,1 stop,No info,16079,2019-05-21,21:50:00,19:00:00,0,1270,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,3,3,0,1,1,0,Delhi_Cochin,4537,0,10,0,1,96.75033587993603,0.6201528858200349,1,0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 28 Jun,13h 30m,2 stops,In-flight meal not included,11150,2019-06-27,23:05:00,12:35:00,0,810,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,3,2,0,1,2,0,Delhi_Cochin,4537,0,3,0,1,151.69497107101083,0.3955305807198648,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,15077,2019-03-06,06:40:00,19:15:00,0,755,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,25,1,0,162.74559810267385,0.3686735659796271,1,0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15 02 Apr,15h 45m,1 stop,In-flight meal not included,7064,2019-04-01,16:30:00,08:15:00,0,945,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,29,1,0,98.18649461253335,0.6110820050840382,1,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 22 May,18h 10m,1 stop,In-flight meal not included,9663,2019-05-21,14:05:00,08:15:00,0,1090,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,10,0,1,85.12498844848075,0.7048459106260335,1,0
Air India,6/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 07 Mar,21h 45m,2 stops,No info,11552,2019-03-06,21:30:00,19:15:00,0,1305,0,0,1,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,3,0,1,2,0,Delhi_Cochin,4537,0,25,1,0,94.155499285455,0.6372437133820044,1,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 13 Jun,22h 5m,1 stop,In-flight meal not included,10262,2019-06-12,20:55:00,19:00:00,0,1325,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,3,3,0,1,1,0,Delhi_Cochin,4537,0,18,0,0,92.73428420190095,0.6470099005602726,1,0
SpiceJet,15/04/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5899,2019-04-15,15:45:00,22:05:00,0,380,0,1,0,818,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,15,16,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,15,0,0,323.3498067566283,0.18555755638709706,1,0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 02 Jun,22h,2 stops,No info,13376,2019-06-01,14:35:00,12:35:00,0,1320,1,0,0,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,2,2,0,0,2,0,Delhi_Cochin,4537,0,29,1,0,93.08555042993845,0.6445683537657056,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:25 13 Mar,15h 30m,1 stop,No info,13817,2019-03-12,18:55:00,10:25:00,0,930,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,3,1,0,1,1,0,Banglore_New Delhi,932,0,19,0,0,110.23561840991405,0.5442886869549588,1,0
Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 02 May,24h,1 stop,No info,8610,2019-05-01,20:20:00,20:20:00,0,1440,0,0,0,479,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,30,1,0,64.43488708947501,0.9311725791756773,1,0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 10 May,19h 25m,1 stop,In-flight meal not included,12373,2019-05-09,09:00:00,04:25:00,0,1165,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,22,1,0,105.47032323392169,0.5688804031341266,1,0
SpiceJet,27/05/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5673,2019-05-27,17:55:00,22:50:00,0,295,0,1,0,818,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,4,0,1,416.5183951441314,0.14405126087945694,1,0
Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 02 Apr,22h 30m,1 stop,No info,7927,2019-04-01,20:20:00,18:50:00,0,1350,0,0,0,479,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,29,1,0,68.73054622877335,0.8729742929771975,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,2019-06-24,02:15:00,19:00:00,0,1005,0,1,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,0,3,0,0,1,0,Delhi_Cochin,4537,0,6,0,1,122.26161847514304,0.4907509057079804,1,0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 May,20h 25m,1 stop,In-flight meal not included,12373,2019-05-09,08:00:00,04:25:00,0,1225,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,22,1,0,100.30442985103572,0.5981789646689314,1,0
Air India,01/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,12:05 02 Mar,26h 35m,1 stop,No info,12704,2019-03-01,09:30:00,12:05:00,0,1595,0,0,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,1,2,1,0,1,0,Banglore_New Delhi,932,0,30,1,0,64.27531355562387,0.9334843609603862,1,0
Air India,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 May,25h 15m,1 stop,No info,6612,2019-05-09,12:00:00,13:15:00,0,1515,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,2,2,0,0,1,0,Kolkata_Banglore,2871,1,22,1,0,61.245041193956446,0.9796711510077438,1,0
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,2019-06-09,18:55:00,21:50:00,0,175,1,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,21,1,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262,2019-06-03,10:00:00,19:00:00,0,540,0,1,0,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,27,1,0,227.54245660651623,0.2636870538132432,1,0
IndiGo,21/03/2019,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5h 10m,1 stop,No info,6388,2019-03-21,07:20:00,12:30:00,0,310,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,2,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,396.3642792500605,0.15137590126315814,1,0
GoAir,12/05/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3898,2019-05-12,07:45:00,10:40:00,0,175,1,1,0,194,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,19,0,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,5177,2019-04-06,11:30:00,19:00:00,0,450,1,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,6,14,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,24,1,0,273.0509479278195,0.219739211511036,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 10 Jun,24h 45m,1 stop,In-flight meal not included,10844,2019-06-09,20:00:00,20:45:00,0,1485,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,3,3,0,1,1,0,Kolkata_Banglore,2871,1,21,1,0,62.482314753430316,0.9602717222749173,1,0
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,4077,2019-06-01,00:25:00,03:15:00,0,170,1,1,1,2053,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,0,0,0,0,0,1,Banglore_Delhi,1265,1,29,1,0,603.0536771836476,0.0994936309487559,1,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1 stop,No info,14231,2019-03-24,16:55:00,09:15:00,0,980,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,7,0,1,94.67983409065717,0.6337146719390027,1,0
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,No info,13250,2019-03-12,08:50:00,23:25:00,0,875,0,1,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,1,3,1,0,2,0,Banglore_New Delhi,932,0,19,0,0,117.16471442425151,0.512099571059773,1,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,No info,13817,2019-03-12,07:00:00,21:20:00,0,860,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,1,3,1,0,1,0,Banglore_New Delhi,932,0,19,0,0,119.2082850246745,0.5033207212701769,1,0
SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,6205,2019-03-09,20:30:00,23:20:00,0,170,1,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,3,3,0,1,0,1,Banglore_New Delhi,932,0,22,1,0,603.0536771836476,0.0994936309487559,1,0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 28 Jun,13h 30m,2 stops,No info,12819,2019-06-27,23:05:00,12:35:00,0,810,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,3,2,0,1,2,0,Delhi_Cochin,4537,0,3,0,1,151.69497107101083,0.3955305807198648,1,0
IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4591,2019-04-15,13:00:00,15:50:00,0,170,0,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,15,16,2,1,1,2,2,0,0,0,1,Banglore_Delhi,1265,1,15,0,0,603.0536771836476,0.0994936309487559,1,0
SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,2019-06-27,06:55:00,09:30:00,0,155,0,1,0,818,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,1,1,0,0,1,Kolkata_Banglore,2871,1,3,0,1,598.6208865086711,0.10023038178627082,1,0
SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597,2019-06-09,17:45:00,20:05:00,0,140,1,1,0,818,0,0,MAA,CCU,1385.198425287915,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,2,3,0,0,0,1,Chennai_Kolkata,381,1,21,1,0,593.656467980535,0.10106855266667002,1,0
